CustomerID,Date,Time,StoreLocation,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,PaymentMethod,CustomerAge,CustomerGender,CustomerFeedback,DiscountApplied,MembershipStatus,Country
1567,21-Jun-23,21:37:03,Swakopmund,5090,Hat,Clothing,2,158.78,Credit Card,33,Other,Average experience,Yes,Non-member,Namibia
1128,22-Apr-23,16:06:54,Walvis Bay,8032,Jacket,Clothing,1,317.96,Cash,45,Other,Excellent service,No,Member,Namibia
2860,14-Apr-23,22:29:09,Walvis Bay,4865,Headphones,Electronics,1,978.97,Debit Card,73,Male,Highly recommend,No,Non-member,Namibia
135,20-Feb-23,13:50:58,Windhoek Central,2065,Smartphone,Electronics,2,23008.87,Credit Card,21,Male,Highly recommend,No,Member,Namibia
1656,30-Apr-23,8:07:06,Swakopmund,2055,Shoes,Clothing,1,349.53,Debit Card,69,Other,Poor service,Yes,Non-member,Namibia
1763,26-Mar-23,16:15:04,Windhoek Central,1201,Laptop,Electronics,1,10218.32,Mobile Payment,63,Male,Average experience,Yes,Member,Namibia
2457,2-Jun-23,20:57:03,Windhoek Central,9285,Milk,Grocery,3,27,Credit Card,37,Other,Highly recommend,No,Member,Namibia
1483,25-May-23,18:00:47,Windhoek Central,1012,Laptop,Electronics,2,21640.66,Credit Card,48,Female,Average experience,Yes,Non-member,Namibia
676,1-Jan-23,16:08:34,Swakopmund,5915,Smartphone,Electronics,2,20637.73,Cash,35,Other,Excellent service,Yes,Non-member,Namibia
1718,14-Feb-23,12:03:59,Swakopmund,9889,Eggs,Grocery,2,29.25,Mobile Payment,63,Female,Will not visit again,No,Member,Namibia
324,4-Mar-23,18:56:14,Walvis Bay,4069,Shoes,Clothing,4,671.71,Mobile Payment,53,Other,Average experience,Yes,Member,Namibia
2945,3-Jun-23,14:02:04,Swakopmund,8001,Smartphone,Electronics,1,23400.07,Cash,55,Male,Good quality,Yes,Non-member,Namibia
305,4-May-23,20:24:34,Windhoek Central,2286,Smartphone,Electronics,2,17504.18,Cash,73,Other,Will not visit again,Yes,Member,Namibia
762,8-Mar-23,0:51:10,Windhoek Central,4556,Milk,Grocery,1,27,Credit Card,73,Male,Will not visit again,Yes,Member,Namibia
1202,26-Mar-23,14:30:22,Katutura,6794,Smartphone,Electronics,2,18920.55,Credit Card,53,Other,Poor service,Yes,Non-member,Namibia
387,22-Jun-23,16:22:48,Windhoek Central,8606,Shoes,Clothing,5,687.91,Cash,43,Male,Poor service,Yes,Member,Namibia
275,15-Mar-23,9:46:02,Katutura,8043,Jacket,Clothing,1,764.63,Debit Card,21,Other,Poor service,Yes,Member,Namibia
1782,29-Apr-23,18:20:21,Windhoek Central,3603,Hat,Clothing,2,115.63,Debit Card,72,Female,Good quality,Yes,Member,Namibia
1611,8-May-23,13:46:15,Khomasdal,4063,Bread,Grocery,1,17.61,Cash,41,Other,Highly recommend,Yes,Non-member,Namibia
1428,8-Mar-23,8:13:43,Khomasdal,4664,Headphones,Electronics,1,839.56,Debit Card,21,Male,Highly recommend,No,Non-member,Namibia
58,6-Jan-23,9:16:18,Swakopmund,4657,Monitor,Electronics,2,6214.17,Debit Card,70,Male,Highly recommend,Yes,Non-member,Namibia
965,7-Jun-23,18:29:05,Katutura,5109,Smartphone,Electronics,1,23205.04,Credit Card,28,Female,Average experience,No,Non-member,Namibia
231,18-Mar-23,7:44:31,Katutura,5972,Cheese,Grocery,1,41.55,Cash,73,Male,Highly recommend,Yes,Member,Namibia
2340,4-Jan-23,21:28:46,Katutura,7008,Headphones,Electronics,2,836.25,Mobile Payment,65,Female,Will not visit again,Yes,Non-member,Namibia
1523,21-Jan-23,6:57:23,Katutura,3724,Butter,Grocery,2,58.79,Debit Card,42,Other,Highly recommend,No,Non-member,Namibia
2759,22-Jan-23,9:32:54,Swakopmund,7821,Laptop,Electronics,2,23544.46,Debit Card,35,Male,Will not visit again,No,Member,Namibia
1625,9-Apr-23,9:41:00,Katutura,7969,Headphones,Electronics,1,634.74,Cash,30,Male,Average experience,No,Non-member,Namibia
863,5-May-23,19:32:47,Katutura,8419,Milk,Grocery,2,27,Debit Card,48,Female,Average experience,No,Member,Namibia
1542,3-May-23,1:16:10,Windhoek Central,9146,Keyboard,Electronics,1,245.68,Cash,59,Female,Highly recommend,Yes,Member,Namibia
1829,12-May-23,10:30:20,Windhoek Central,5729,Jacket,Clothing,4,636.4,Credit Card,39,Other,Poor service,Yes,Member,Namibia
647,4-Mar-23,23:59:19,Swakopmund,1309,Shoes,Clothing,2,241.37,Debit Card,54,Male,Poor service,Yes,Non-member,Namibia
430,12-May-23,22:10:37,Katutura,6194,Shirt,Clothing,3,269.98,Credit Card,32,Female,Average experience,Yes,Non-member,Namibia
190,22-Jun-23,1:56:08,Walvis Bay,6474,Milk,Grocery,2,27,Debit Card,46,Male,Average experience,No,Member,Namibia
648,10-Apr-23,5:58:28,Swakopmund,9825,Butter,Grocery,1,60.41,Cash,28,Male,Good quality,Yes,Non-member,Namibia
545,30-Apr-23,23:32:56,Katutura,3985,Keyboard,Electronics,1,325.3,Debit Card,21,Male,Average experience,No,Member,Namibia
2227,7-May-23,0:49:40,Windhoek Central,3362,Bread,Grocery,1,13.57,Credit Card,24,Male,Will not visit again,No,Non-member,Namibia
607,6-Jan-23,19:54:01,Khomasdal,9863,Shirt,Clothing,2,289.48,Credit Card,60,Female,Excellent service,Yes,Non-member,Namibia
1028,7-May-23,20:57:00,Walvis Bay,7845,Bread,Grocery,1,18.61,Credit Card,19,Male,Highly recommend,Yes,Member,Namibia
1678,6-May-23,19:18:40,Windhoek Central,9694,Bread,Grocery,2,17.54,Credit Card,24,Female,Good quality,No,Member,Namibia
1740,2-Jan-23,11:03:35,Khomasdal,6821,Hat,Clothing,2,125.16,Cash,59,Male,Will not visit again,Yes,Non-member,Namibia
2224,22-May-23,10:48:53,Walvis Bay,3718,Shirt,Clothing,4,238.42,Mobile Payment,40,Female,Excellent service,Yes,Member,Namibia
822,11-Mar-23,2:27:42,Swakopmund,7028,Shirt,Clothing,4,268.44,Cash,64,Other,Good quality,Yes,Member,Namibia
2720,13-Feb-23,15:16:20,Khomasdal,8460,Keyboard,Electronics,1,438.63,Cash,30,Female,Good quality,Yes,Member,Namibia
1510,5-May-23,18:47:09,Walvis Bay,2746,Bread,Grocery,2,22.51,Credit Card,44,Male,Poor service,No,Member,Namibia
2482,2-Jan-23,6:06:48,Walvis Bay,5650,Headphones,Electronics,2,888.83,Cash,25,Other,Good quality,Yes,Member,Namibia
2734,10-May-23,2:18:18,Khomasdal,1127,Shoes,Clothing,1,530.68,Cash,45,Other,Highly recommend,Yes,Member,Namibia
1173,30-Jan-23,9:35:05,Khomasdal,6620,Hat,Clothing,5,79.97,Mobile Payment,34,Female,Highly recommend,No,Member,Namibia
2931,21-May-23,22:13:03,Khomasdal,2928,Butter,Grocery,2,34.34,Credit Card,43,Male,Excellent service,Yes,Non-member,Namibia
1223,25-Feb-23,15:16:59,Walvis Bay,3447,Eggs,Grocery,2,34.82,Cash,44,Male,Excellent service,Yes,Non-member,Namibia
1226,28-Apr-23,6:07:09,Katutura,7861,Jacket,Clothing,2,509.14,Cash,58,Female,Poor service,No,Member,Namibia
2837,10-Apr-23,0:08:05,Swakopmund,3881,Milk,Grocery,3,27,Debit Card,55,Female,Poor service,Yes,Non-member,Namibia
128,16-Feb-23,7:07:59,Windhoek Central,8523,Keyboard,Electronics,2,371.57,Mobile Payment,26,Other,Average experience,Yes,Non-member,Namibia
1895,6-Mar-23,21:00:56,Swakopmund,1763,Smartphone,Electronics,2,17492.08,Credit Card,39,Other,Excellent service,Yes,Member,Namibia
1313,11-Mar-23,6:14:56,Khomasdal,4311,Milk,Grocery,3,27,Credit Card,37,Male,Average experience,Yes,Non-member,Namibia
2019,7-Jan-23,23:32:10,Swakopmund,4809,Monitor,Electronics,1,6421.18,Cash,24,Female,Will not visit again,Yes,Non-member,Namibia
609,29-Mar-23,16:36:54,Windhoek Central,5538,Shoes,Clothing,4,689.57,Debit Card,42,Male,Poor service,No,Non-member,Namibia
1788,1-Jan-23,16:30:24,Windhoek Central,5089,Headphones,Electronics,1,756.49,Credit Card,70,Other,Excellent service,Yes,Non-member,Namibia
1362,17-Jun-23,1:52:01,Walvis Bay,2206,Shirt,Clothing,5,510.16,Mobile Payment,74,Male,Will not visit again,Yes,Non-member,Namibia
1214,7-May-23,22:11:21,Walvis Bay,4713,Shoes,Clothing,5,659.2,Debit Card,52,Male,Excellent service,No,Non-member,Namibia
1323,20-Jan-23,13:59:02,Walvis Bay,4789,Jacket,Clothing,1,489.5,Mobile Payment,64,Female,Excellent service,Yes,Non-member,Namibia
2039,8-Jun-23,2:38:05,Walvis Bay,9089,Cheese,Grocery,1,56.67,Credit Card,33,Female,Highly recommend,Yes,Non-member,Namibia
535,18-Feb-23,11:20:07,Walvis Bay,8977,Shirt,Clothing,2,447.37,Cash,45,Male,Excellent service,No,Member,Namibia
554,20-Jan-23,8:20:38,Swakopmund,5704,Milk,Grocery,1,27,Mobile Payment,38,Other,Good quality,No,Member,Namibia
1211,4-May-23,11:10:48,Windhoek Central,3522,Bread,Grocery,1,15.56,Debit Card,68,Other,Average experience,No,Non-member,Namibia
1013,15-Mar-23,1:24:37,Walvis Bay,8781,Shirt,Clothing,3,490.07,Cash,39,Female,Will not visit again,No,Member,Namibia
515,7-Mar-23,14:07:54,Katutura,6028,Eggs,Grocery,2,52.38,Credit Card,38,Male,Average experience,No,Non-member,Namibia
1414,6-Feb-23,3:02:06,Katutura,1595,Keyboard,Electronics,2,275.72,Cash,46,Female,Poor service,No,Non-member,Namibia
989,12-Feb-23,10:43:22,Windhoek Central,8158,Butter,Grocery,3,69.84,Cash,49,Other,Excellent service,No,Non-member,Namibia
2262,27-Jan-23,3:45:51,Windhoek Central,1289,Hat,Clothing,3,193.7,Credit Card,40,Other,Average experience,No,Non-member,Namibia
1155,1-May-23,14:45:19,Swakopmund,1526,Shirt,Clothing,4,407.58,Cash,32,Male,Good quality,Yes,Non-member,Namibia
416,16-Mar-23,14:17:02,Khomasdal,6599,Headphones,Electronics,1,751.14,Mobile Payment,64,Other,Poor service,No,Non-member,Namibia
1773,5-Mar-23,13:51:29,Walvis Bay,7267,Laptop,Electronics,2,13009.92,Cash,47,Female,Average experience,No,Member,Namibia
47,9-Jun-23,21:56:43,Windhoek Central,4083,Keyboard,Electronics,2,447.69,Mobile Payment,20,Female,Good quality,No,Non-member,Namibia
2258,15-Feb-23,5:30:50,Windhoek Central,3937,Keyboard,Electronics,1,230.24,Debit Card,71,Male,Good quality,No,Member,Namibia
1413,20-Mar-23,0:13:01,Katutura,8763,Headphones,Electronics,2,786.7,Mobile Payment,51,Male,Highly recommend,No,Member,Namibia
953,4-May-23,5:09:52,Windhoek Central,4632,Bread,Grocery,1,19.25,Mobile Payment,19,Male,Poor service,No,Member,Namibia
250,3-May-23,1:13:11,Windhoek Central,7438,Bread,Grocery,2,17.96,Cash,24,Male,Average experience,No,Member,Namibia
2643,20-Mar-23,10:00:07,Walvis Bay,1826,Butter,Grocery,3,48.52,Debit Card,42,Female,Excellent service,Yes,Member,Namibia
2537,5-Mar-23,5:26:57,Katutura,8253,Eggs,Grocery,2,53.32,Credit Card,65,Female,Average experience,No,Member,Namibia
2200,15-May-23,21:12:25,Walvis Bay,6976,Eggs,Grocery,2,25.12,Debit Card,72,Male,Average experience,No,Non-member,Namibia
1319,5-Apr-23,9:44:51,Windhoek Central,6622,Laptop,Electronics,2,"20,056.34",Mobile Payment,68,Other,Excellent service,No,Non-member,Namibia
84,5-May-23,3:37:08,Katutura,7806,Keyboard,Electronics,2,315.11,Credit Card,41,Female,Average experience,No,Member,Namibia
645,4-Mar-23,14:25:40,Swakopmund,7375,Butter,Grocery,2,21.54,Credit Card,67,Female,Highly recommend,No,Non-member,Namibia
1714,1-Jun-23,20:24:49,Walvis Bay,8189,Hat,Clothing,5,130.58,Mobile Payment,67,Female,Average experience,Yes,Non-member,Namibia
213,12-Mar-23,15:01:12,Khomasdal,4874,Pants,Clothing,2,134.3,Credit Card,64,Female,Average experience,Yes,Non-member,Namibia
2290,9-Jun-23,9:40:13,Katutura,3934,Jacket,Clothing,5,678.04,Debit Card,46,Male,Poor service,Yes,Member,Namibia
660,5-Jun-23,16:21:34,Windhoek Central,7179,Hat,Clothing,4,82.58,Credit Card,42,Female,Average experience,Yes,Member,Namibia
140,27-Jan-23,21:30:36,Khomasdal,4893,Shirt,Clothing,3,331.65,Credit Card,70,Other,Average experience,Yes,Member,Namibia
1309,27-Jan-23,12:54:29,Walvis Bay,3811,Pants,Clothing,3,442.66,Debit Card,31,Other,Poor service,Yes,Non-member,Namibia
117,8-May-23,16:17:47,Windhoek Central,3079,Eggs,Grocery,1,42.24,Credit Card,71,Male,Average experience,No,Non-member,Namibia
2912,10-Jun-23,1:19:27,Swakopmund,7700,Shirt,Clothing,4,413.37,Mobile Payment,31,Female,Average experience,No,Non-member,Namibia
1102,9-Jun-23,20:02:01,Katutura,4746,Monitor,Electronics,2,7311.09,Cash,46,Female,Poor service,No,Member,Namibia
1446,8-Mar-23,6:57:12,Khomasdal,6732,Keyboard,Electronics,1,433.23,Mobile Payment,63,Other,Good quality,No,Member,Namibia
1507,10-May-23,12:04:56,Walvis Bay,5830,Eggs,Grocery,3,39.69,Debit Card,66,Other,Highly recommend,No,Non-member,Namibia
2147,7-Jun-23,13:16:28,Swakopmund,9050,Shoes,Clothing,1,646.3,Debit Card,51,Male,Highly recommend,No,Non-member,Namibia
938,12-Jan-23,14:12:51,Katutura,9980,Eggs,Grocery,1,38.43,Debit Card,72,Male,Poor service,No,Member,Namibia
196,2-Feb-23,16:40:55,Walvis Bay,3352,Laptop,Electronics,1,15809.79,Credit Card,32,Female,Excellent service,No,Non-member,Namibia
168,7-Jan-23,9:13:16,Walvis Bay,3862,Monitor,Electronics,2,7336.41,Debit Card,37,Other,Poor service,No,Member,Namibia
1021,21-Feb-23,13:29:07,Windhoek Central,2986,Milk,Grocery,2,27,Mobile Payment,64,Other,Highly recommend,Yes,Member,Namibia
1957,20-Mar-23,14:37:23,Walvis Bay,5378,Headphones,Electronics,1,661.5,Debit Card,34,Female,Highly recommend,Yes,Non-member,Namibia
759,2-May-23,4:54:24,Walvis Bay,4917,Bread,Grocery,1,24.09,Mobile Payment,18,Female,Average experience,No,Member,Namibia
1400,19-Feb-23,19:57:56,Walvis Bay,5526,Eggs,Grocery,3,42.2,Cash,43,Female,Highly recommend,Yes,Non-member,Namibia
70,9-Feb-23,22:03:09,Khomasdal,5330,Jacket,Clothing,1,775.72,Mobile Payment,50,Male,Highly recommend,No,Member,Namibia
2848,28-Mar-23,18:21:43,Walvis Bay,8350,Shirt,Clothing,1,570.42,Debit Card,41,Other,Will not visit again,No,Non-member,Namibia
593,30-May-23,4:30:52,Katutura,2617,Pants,Clothing,5,596.02,Cash,52,Male,Poor service,No,Member,Namibia
2244,28-Feb-23,9:23:37,Walvis Bay,2252,Monitor,Electronics,2,6054.62,Credit Card,53,Female,Poor service,No,Member,Namibia
666,25-May-23,22:59:03,Swakopmund,1216,Laptop,Electronics,2,17296.85,Credit Card,63,Male,Poor service,No,Non-member,Namibia
1751,23-Jun-23,7:42:06,Khomasdal,3295,Milk,Grocery,1,27,Credit Card,39,Other,Highly recommend,Yes,Member,Namibia
1024,27-Feb-23,19:35:18,Windhoek Central,7307,Pants,Clothing,4,228.28,Credit Card,49,Male,Good quality,Yes,Member,Namibia
2293,5-May-23,1:54:54,Swakopmund,3006,Jacket,Clothing,1,475.76,Credit Card,40,Female,Highly recommend,No,Member,Namibia
2859,30-Mar-23,6:07:26,Khomasdal,9878,Shoes,Clothing,4,649.91,Debit Card,48,Female,Average experience,No,Non-member,Namibia
2205,6-Jan-23,21:34:16,Khomasdal,8365,Pants,Clothing,5,181.89,Debit Card,25,Other,Excellent service,Yes,Non-member,Namibia
1270,27-Jan-23,8:46:27,Walvis Bay,6191,Laptop,Electronics,1,15467.73,Mobile Payment,35,Other,Good quality,Yes,Member,Namibia
2981,16-Jun-23,14:10:52,Katutura,4599,Headphones,Electronics,2,751.76,Cash,73,Male,Good quality,Yes,Non-member,Namibia
291,15-Jun-23,14:10:00,Walvis Bay,3081,Headphones,Electronics,1,987.76,Debit Card,37,Other,Will not visit again,No,Member,Namibia
788,13-Mar-23,19:36:39,Walvis Bay,6928,Jacket,Clothing,4,283.15,Debit Card,75,Other,Good quality,No,Non-member,Namibia
1402,20-Feb-23,14:24:33,Windhoek Central,6104,Monitor,Electronics,2,6594.18,Debit Card,71,Male,Good quality,No,Member,Namibia
2142,5-Feb-23,11:22:11,Swakopmund,3089,Laptop,Electronics,2,23375.89,Mobile Payment,62,Female,Will not visit again,No,Non-member,Namibia
1334,1-Jun-23,11:45:53,Khomasdal,8457,Hat,Clothing,2,228.47,Mobile Payment,68,Male,Poor service,Yes,Member,Namibia
1272,26-May-23,6:43:18,Katutura,6083,Shoes,Clothing,3,276.19,Debit Card,68,Female,Will not visit again,Yes,Non-member,Namibia
1460,29-Apr-23,9:31:41,Khomasdal,5176,Monitor,Electronics,2,"7,829.02",Mobile Payment,59,Female,Excellent service,No,Non-member,Namibia
2316,19-May-23,17:44:11,Khomasdal,4855,Smartphone,Electronics,2,22191.98,Credit Card,36,Male,Average experience,No,Non-member,Namibia
2758,21-Mar-23,4:44:34,Windhoek Central,5997,Keyboard,Electronics,2,248.47,Credit Card,56,Other,Highly recommend,No,Member,Namibia
1680,1-Jan-23,11:40:15,Khomasdal,8537,Headphones,Electronics,1,729.27,Cash,23,Other,Will not visit again,Yes,Non-member,Namibia
1239,19-Jun-23,15:31:05,Windhoek Central,8106,Jacket,Clothing,2,297.7,Mobile Payment,47,Other,Poor service,Yes,Member,Namibia
958,28-Mar-23,3:24:32,Windhoek Central,4303,Milk,Grocery,1,27,Credit Card,24,Male,Excellent service,No,Member,Namibia
2109,1-May-23,16:51:52,Walvis Bay,3436,Bread,Grocery,3,18.86,Cash,73,Other,Excellent service,No,Non-member,Namibia
911,1-Jan-23,14:23:00,Windhoek Central,3466,Shirt,Clothing,3,412.38,Debit Card,37,Male,Poor service,Yes,Non-member,Namibia
1549,24-Jan-23,18:01:37,Walvis Bay,2030,Headphones,Electronics,2,999.32,Cash,59,Male,Good quality,Yes,Member,Namibia
2715,2-Jun-23,21:11:48,Windhoek Central,7443,Shirt,Clothing,2,291.67,Cash,58,Other,Excellent service,No,Non-member,Namibia
2694,30-Jun-23,12:44:57,Walvis Bay,5791,Jacket,Clothing,2,674.12,Cash,21,Male,Average experience,Yes,Non-member,Namibia
906,30-Apr-23,8:30:48,Khomasdal,1154,Bread,Grocery,3,17.52,Cash,18,Female,Poor service,No,Non-member,Namibia
2167,29-May-23,4:32:38,Katutura,2333,Shirt,Clothing,2,412.82,Debit Card,65,Female,Average experience,Yes,Member,Namibia
2674,18-Jan-23,22:27:10,Khomasdal,7544,Laptop,Electronics,2,10703.65,Debit Card,30,Other,Will not visit again,No,Member,Namibia
859,28-Apr-23,20:15:05,Khomasdal,8487,Bread,Grocery,1,16.82,Debit Card,68,Other,Poor service,No,Non-member,Namibia
2159,17-Feb-23,19:34:37,Windhoek Central,8157,Milk,Grocery,2,27,Mobile Payment,69,Male,Good quality,Yes,Non-member,Namibia
1607,13-Jun-23,22:55:32,Khomasdal,8864,Keyboard,Electronics,1,436.04,Debit Card,74,Other,Highly recommend,Yes,Member,Namibia
27,23-Jan-23,23:09:53,Walvis Bay,8300,Cheese,Grocery,1,40.03,Credit Card,20,Other,Poor service,No,Non-member,Namibia
401,8-May-23,22:53:26,Katutura,5912,Pants,Clothing,4,142.59,Credit Card,61,Male,Excellent service,Yes,Member,Namibia
337,7-Mar-23,16:08:35,Katutura,2189,Jacket,Clothing,1,338.34,Credit Card,27,Female,Highly recommend,Yes,Non-member,Namibia
1176,15-Apr-23,19:38:59,Khomasdal,4697,Cheese,Grocery,1,39.85,Mobile Payment,64,Female,Excellent service,Yes,Member,Namibia
166,25-Jan-23,19:50:16,Windhoek Central,9477,Keyboard,Electronics,2,256.97,Mobile Payment,59,Other,Highly recommend,Yes,Non-member,Namibia
2042,28-Apr-23,19:24:30,Katutura,5960,Bread,Grocery,3,18.82,Debit Card,36,Male,Will not visit again,No,Member,Namibia
85,12-Mar-23,9:13:05,Katutura,1107,Headphones,Electronics,1,884.19,Debit Card,47,Other,Average experience,Yes,Member,Namibia
153,14-Jan-23,14:40:18,Khomasdal,2366,Keyboard,Electronics,2,286.78,Debit Card,25,Male,Average experience,Yes,Non-member,Namibia
1015,27-Apr-23,10:02:22,Walvis Bay,8520,Bread,Grocery,2,26.21,Debit Card,46,Male,Average experience,Yes,Member,Namibia
1145,3-Jan-23,17:13:12,Windhoek Central,3978,Shoes,Clothing,2,634.45,Credit Card,38,Other,Average experience,No,Member,Namibia
1152,3-Mar-23,20:14:03,Walvis Bay,3707,Headphones,Electronics,1,624.4,Mobile Payment,37,Female,Average experience,No,Member,Namibia
1399,5-Mar-23,22:51:04,Khomasdal,3375,Shoes,Clothing,3,491.45,Mobile Payment,75,Male,Highly recommend,No,Non-member,Namibia
1086,16-Jan-23,23:02:04,Katutura,4996,Laptop,Electronics,2,13038.26,Credit Card,42,Male,Average experience,No,Member,Namibia
2998,19-Mar-23,4:42:36,Katutura,4527,Hat,Clothing,3,75.56,Debit Card,47,Other,Highly recommend,Yes,Member,Namibia
2448,7-Mar-23,0:45:05,Windhoek Central,8500,Jacket,Clothing,3,755.05,Cash,41,Male,Good quality,Yes,Non-member,Namibia
1033,28-Mar-23,12:14:55,Windhoek Central,2906,Jacket,Clothing,4,480.35,Credit Card,28,Other,Excellent service,No,Non-member,Namibia
276,23-Jan-23,23:34:17,Windhoek Central,8729,Pants,Clothing,4,409.51,Cash,73,Other,Average experience,Yes,Non-member,Namibia
327,16-Mar-23,2:48:25,Khomasdal,4203,Shoes,Clothing,5,560.53,Debit Card,25,Female,Good quality,Yes,Non-member,Namibia
1449,7-Feb-23,18:12:52,Walvis Bay,7807,Milk,Grocery,3,27,Credit Card,26,Male,Poor service,No,Non-member,Namibia
1587,23-Feb-23,12:10:10,Walvis Bay,1598,Butter,Grocery,3,48.01,Debit Card,52,Female,Highly recommend,Yes,Member,Namibia
1920,24-Apr-23,3:07:29,Katutura,5082,Jacket,Clothing,1,583.06,Debit Card,67,Male,Will not visit again,Yes,Member,Namibia
626,6-May-23,6:31:26,Swakopmund,1101,Cheese,Grocery,2,49.34,Debit Card,20,Female,Excellent service,No,Member,Namibia
287,3-May-23,18:22:57,Windhoek Central,1749,Shirt,Clothing,1,231.41,Debit Card,20,Female,Average experience,No,Member,Namibia
2499,16-Jan-23,19:44:48,Khomasdal,5909,Hat,Clothing,5,77.54,Debit Card,32,Female,Good quality,No,Member,Namibia
75,15-Mar-23,7:49:14,Windhoek Central,8398,Shoes,Clothing,5,511.7,Cash,73,Male,Excellent service,No,Member,Namibia
1014,16-Mar-23,23:05:44,Walvis Bay,8657,Jacket,Clothing,4,427.54,Debit Card,71,Other,Will not visit again,Yes,Member,Namibia
925,8-Mar-23,23:37:13,Swakopmund,7083,Pants,Clothing,4,425.29,Credit Card,32,Female,Will not visit again,No,Non-member,Namibia
2938,9-Jun-23,15:22:45,Walvis Bay,6223,Eggs,Grocery,2,30.49,Cash,42,Female,Excellent service,No,Member,Namibia
2348,25-Mar-23,8:10:32,Katutura,5168,Pants,Clothing,3,648.48,Credit Card,37,Male,Will not visit again,No,Non-member,Namibia
549,2-Jan-23,1:10:03,Khomasdal,8665,Monitor,Electronics,1,10953.99,Cash,27,Male,Highly recommend,Yes,Non-member,Namibia
546,15-Jun-23,4:51:42,Katutura,4835,Headphones,Electronics,1,661.22,Credit Card,65,Female,Will not visit again,No,Member,Namibia
1376,25-May-23,17:12:09,Swakopmund,2398,Headphones,Electronics,1,997.92,Cash,36,Other,Excellent service,Yes,Non-member,Namibia
74,5-Apr-23,3:31:38,Windhoek Central,8266,Keyboard,Electronics,1,257.7,Debit Card,38,Female,Average experience,Yes,Member,Namibia
587,6-Feb-23,15:22:18,Khomasdal,9523,Shirt,Clothing,3,287.9,Debit Card,38,Male,Poor service,Yes,Member,Namibia
1639,1-Jan-23,21:23:45,Windhoek Central,4822,Eggs,Grocery,3,53.72,Credit Card,67,Female,Poor service,Yes,Non-member,Namibia
2297,23-Apr-23,6:09:22,Walvis Bay,5329,Cheese,Grocery,3,39.87,Mobile Payment,60,Female,Good quality,Yes,Non-member,Namibia
2040,10-Jan-23,18:51:09,Walvis Bay,2329,Shoes,Clothing,3,311.38,Mobile Payment,63,Other,Will not visit again,Yes,Member,Namibia
2064,28-May-23,21:10:08,Khomasdal,3121,Hat,Clothing,5,141.28,Debit Card,22,Male,Average experience,No,Non-member,Namibia
2455,8-Apr-23,8:09:56,Windhoek Central,5040,Shirt,Clothing,1,367.54,Credit Card,46,Other,Excellent service,Yes,Member,Namibia
1803,16-May-23,17:30:50,Swakopmund,9316,Headphones,Electronics,2,657.65,Mobile Payment,26,Female,Average experience,No,Non-member,Namibia
419,18-Apr-23,20:52:20,Walvis Bay,6610,Smartphone,Electronics,2,"19,273.29",Debit Card,50,Other,Highly recommend,Yes,Member,Namibia
1676,31-May-23,10:28:25,Katutura,9459,Eggs,Grocery,1,32.91,Cash,46,Other,Average experience,No,Member,Namibia
1442,28-Mar-23,9:00:01,Katutura,6485,Shirt,Clothing,4,308.85,Credit Card,48,Female,Highly recommend,Yes,Non-member,Namibia
1687,28-Feb-23,7:17:54,Khomasdal,3936,Hat,Clothing,5,194.26,Credit Card,24,Other,Good quality,No,Non-member,Namibia
2437,7-Jan-23,5:51:46,Khomasdal,8958,Laptop,Electronics,2,22410.8,Cash,73,Other,Poor service,Yes,Non-member,Namibia
828,18-Feb-23,18:52:43,Katutura,3107,Shoes,Clothing,3,649.24,Debit Card,72,Other,Poor service,Yes,Member,Namibia
954,14-Mar-23,22:02:29,Katutura,8749,Hat,Clothing,5,167.87,Mobile Payment,21,Male,Average experience,Yes,Non-member,Namibia
1016,28-Jun-23,15:43:06,Katutura,3097,Cheese,Grocery,2,39.09,Mobile Payment,33,Other,Poor service,Yes,Member,Namibia
1023,12-Feb-23,19:30:41,Khomasdal,8581,Milk,Grocery,3,27,Mobile Payment,23,Other,Highly recommend,Yes,Non-member,Namibia
1865,11-Feb-23,18:46:33,Walvis Bay,2405,Milk,Grocery,2,27,Credit Card,60,Female,Will not visit again,No,Non-member,Namibia
150,15-Apr-23,19:50:31,Walvis Bay,9251,Shoes,Clothing,3,474.81,Credit Card,74,Other,Highly recommend,No,Member,Namibia
1912,9-Jan-23,12:26:15,Katutura,7123,Butter,Grocery,2,63.26,Credit Card,25,Male,Excellent service,No,Member,Namibia
2668,1-Jun-23,14:45:58,Khomasdal,4199,Keyboard,Electronics,1,396.86,Cash,32,Female,Excellent service,No,Non-member,Namibia
254,19-Feb-23,2:31:31,Katutura,3643,Butter,Grocery,3,25.23,Cash,67,Female,Will not visit again,Yes,Member,Namibia
2501,21-Jan-23,5:15:59,Swakopmund,5828,Headphones,Electronics,1,725.52,Credit Card,22,Other,Average experience,No,Non-member,Namibia
827,27-Mar-23,1:36:47,Windhoek Central,3854,Cheese,Grocery,1,69.28,Mobile Payment,23,Other,Excellent service,Yes,Non-member,Namibia
1529,6-May-23,19:37:24,Khomasdal,8135,Eggs,Grocery,2,27.35,Debit Card,26,Other,Average experience,No,Non-member,Namibia
1231,2-Apr-23,3:11:09,Khomasdal,1526,Headphones,Electronics,1,776.73,Mobile Payment,72,Male,Good quality,No,Non-member,Namibia
